,instr,class,nb.repeat,attendance,difficulty,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28
3971,3,8,2,1,3,2,3,4,3,3,4,2,2,3,3,3,2,3,3,3,4,4,4,3,4,4,5,4,3,4,4,4,4
3972,3,8,1,1,2,1,1,2,3,3,3,2,3,2,4,4,2,3,4,4,5,5,5,5,5,5,5,3,3,3,3,4,4
3973,3,8,2,2,2,3,3,2,3,2,5,3,1,3,3,2,1,4,3,3,4,4,3,4,5,5,5,2,2,4,3,2,5
3974,3,8,2,4,1,1,1,5,1,1,1,3,1,5,3,5,1,3,2,5,3,4,3,4,4,5,5,4,3,4,4,1,5
3975,3,8,1,3,4,2,4,4,4,4,4,2,2,3,3,4,3,3,4,4,3,3,3,3,4,4,4,3,4,3,4,2,4
3976,3,8,1,4,3,5,5,3,4,3,1,3,3,1,3,2,1,3,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5
3978,3,8,1,3,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3979,3,8,1,3,5,1,1,1,1,1,4,1,1,4,1,5,2,1,3,2,1,4,1,1,3,4,2,1,1,1,1,1,3
3980,3,8,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3981,3,8,1,3,4,5,5,4,5,4,3,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,5
3982,3,8,1,3,4,2,2,2,2,2,3,2,2,4,2,4,2,2,4,4,2,4,2,2,4,4,4,2,2,4,2,1,4
3983,3,8,1,3,3,3,3,4,2,1,2,3,2,1,1,2,1,2,3,3,1,5,4,2,2,5,5,4,2,5,2,4,5
3984,3,8,1,2,4,3,5,5,5,5,5,5,5,2,5,5,5,1,2,2,2,3,1,5,5,5,5,5,5,5,5,5,4
3985,3,8,1,4,1,2,2,3,4,1,3,2,1,3,2,5,3,3,3,3,2,5,1,4,5,5,5,3,3,5,3,2,4
3986,3,8,1,4,4,3,3,5,5,3,2,4,3,3,3,5,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5
3987,3,8,1,4,3,2,2,4,3,2,4,3,3,3,2,1,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3988,3,8,1,3,1,1,3,2,4,1,1,2,2,5,3,5,3,4,4,4,3,2,3,4,4,4,5,3,4,4,3,1,3
3989,3,8,1,3,2,3,4,3,4,3,2,4,3,3,2,2,1,4,4,4,2,4,3,4,4,4,4,4,4,4,3,2,4
3990,3,8,1,3,3,1,1,4,2,1,3,1,2,4,2,3,2,3,3,3,2,5,3,3,4,4,4,2,2,3,2,2,4
3991,3,8,3,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1
3992,3,8,1,3,5,1,1,5,1,1,1,1,1,2,1,5,1,1,1,4,1,4,1,4,1,4,4,1,1,1,1,1,1
3993,3,8,1,4,2,1,1,1,1,3,4,4,4,3,3,4,2,4,4,4,3,4,2,2,4,4,4,3,3,3,3,2,4
3994,3,8,1,2,5,1,1,3,1,1,5,1,1,5,1,1,1,1,3,4,1,4,1,1,3,3,3,1,1,4,2,3,5
3995,3,8,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4
3996,3,8,1,3,4,1,2,4,2,1,4,2,1,3,2,4,2,3,3,5,2,3,3,4,5,5,4,2,1,3,3,1,4
3998,3,8,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4007,3,8,2,3,2,1,1,2,1,1,3,2,1,4,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4009,3,8,1,4,3,1,1,3,1,2,2,2,2,3,2,2,2,4,4,2,3,4,4,3,3,3,3,2,2,3,2,2,3
4012,3,8,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4013,3,8,2,4,2,2,4,4,2,2,4,2,2,4,3,4,2,3,4,4,4,4,3,3,3,3,4,3,3,3,1,4,2
4014,3,8,1,3,3,3,4,3,4,2,4,2,2,5,5,4,3,3,3,4,2,4,3,5,5,3,5,4,2,5,2,2,5
4017,3,8,1,2,3,1,2,3,1,2,4,3,3,3,2,3,3,3,4,4,3,5,5,5,5,5,5,5,4,5,4,4,4
4018,3,8,1,2,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4019,3,8,1,2,3,3,1,3,2,1,3,1,1,2,1,3,2,3,4,4,2,5,4,3,1,2,2,4,1,4,3,2,1
4020,3,8,1,1,5,1,1,3,2,1,2,1,1,3,1,3,1,3,4,4,1,4,2,2,3,4,3,1,1,4,3,3,1
4022,3,8,1,2,3,2,1,3,1,3,2,2,3,3,2,4,1,3,3,3,2,5,3,3,3,3,3,2,2,3,3,3,4
4023,3,8,1,4,3,1,3,4,3,2,4,3,3,5,3,5,3,3,4,3,3,4,3,4,3,3,3,3,3,4,3,3,4
4024,3,8,1,3,3,2,3,3,3,2,4,2,3,3,3,3,2,3,4,4,3,4,3,4,3,4,4,3,3,4,3,3,4
4027,3,8,1,3,5,1,1,1,1,3,1,1,1,1,1,5,5,4,5,5,1,5,5,3,2,5,3,1,1,1,1,3,2
4029,3,8,1,2,2,2,3,3,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,4
4034,3,8,1,4,4,1,1,1,1,2,2,1,2,4,1,3,1,4,4,4,4,4,4,3,4,5,5,2,2,4,1,2,5
4035,3,8,3,4,3,3,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,2,5,5,4,5,5,3,5,5,5,5
4037,3,8,1,4,4,1,2,4,2,1,3,3,1,4,4,4,2,2,2,3,2,4,4,3,1,4,3,1,3,3,2,3,2
4038,3,8,1,3,3,1,3,3,2,3,4,3,3,4,3,4,3,4,4,4,3,5,5,5,4,5,5,3,4,4,4,3,4
4039,3,8,1,2,3,2,4,4,2,3,3,2,3,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4
4040,3,8,1,3,4,3,4,4,2,3,4,3,2,3,4,4,3,4,4,4,3,4,4,4,5,5,5,4,2,5,5,4,5
4043,3,8,1,2,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,3,4,4
4045,3,8,1,3,3,1,2,3,1,2,2,1,1,3,1,4,4,2,3,3,2,4,3,3,3,3,3,3,2,3,2,3,3
4047,3,8,1,1,2,1,1,1,1,1,1,1,1,3,2,3,2,2,2,4,5,4,3,2,1,2,3,4,5,4,3,2,1
4050,3,8,3,3,2,1,2,4,1,3,2,3,3,3,2,4,2,3,3,3,3,4,2,3,4,4,4,4,4,4,4,4,4
4055,3,8,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4
4057,3,8,2,1,3,2,2,5,5,5,4,4,4,4,4,3,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5
4062,3,8,2,2,3,1,2,3,3,1,1,1,1,3,2,4,3,1,1,2,1,5,2,3,3,4,3,1,1,1,2,2,3
4064,3,8,2,2,3,2,2,4,3,2,2,2,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,3,5,3,2,4
4067,3,8,1,4,5,2,3,3,3,3,3,3,3,3,3,4,4,3,4,3,1,5,2,2,3,5,5,3,4,4,2,3,4
4068,3,8,1,3,5,1,2,2,1,1,2,2,2,3,1,2,1,2,2,2,2,4,2,2,3,4,4,1,1,2,2,4,4
4069,3,8,1,4,5,2,3,3,2,1,2,1,1,5,1,3,1,1,2,3,1,3,1,1,2,3,2,1,1,3,1,1,1
4070,3,8,1,2,5,1,1,4,4,1,3,2,1,2,1,4,1,1,3,3,1,3,1,1,1,4,1,1,2,3,1,3,3
4071,3,8,1,3,5,1,3,3,1,1,2,1,1,4,2,2,3,2,4,3,2,5,4,2,5,5,5,2,2,4,1,4,4
4072,3,8,1,3,3,4,3,4,2,1,1,1,1,1,2,4,3,2,3,1,1,5,3,3,1,2,3,1,1,3,1,3,3
4073,3,8,1,4,4,1,2,4,4,2,1,2,2,3,3,4,2,2,4,4,1,5,2,4,4,4,4,4,3,5,4,3,5
4074,3,8,1,3,5,1,2,4,1,1,1,1,1,3,1,5,3,3,2,2,1,5,2,2,3,4,4,1,1,3,1,3,4
4075,3,8,1,3,5,3,4,3,3,4,2,2,3,4,1,1,2,3,3,3,1,5,1,5,3,3,4,3,3,3,1,1,3
4077,3,8,3,1,2,3,4,4,5,4,3,3,4,3,4,5,4,3,4,4,5,4,3,4,5,4,4,5,4,5,4,4,3
4081,3,8,3,1,2,3,3,3,3,3,2,3,4,3,2,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4083,3,8,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
4088,3,8,3,2,4,3,3,2,2,3,3,4,4,3,3,2,2,1,2,2,2,3,3,4,4,3,2,2,1,2,3,3,3
4092,3,8,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4101,3,8,2,4,3,2,3,3,2,3,4,3,2,5,4,5,5,4,4,4,4,4,4,5,5,5,5,4,4,5,5,5,5
4102,3,8,2,3,1,1,2,2,1,1,2,1,1,4,2,5,5,2,3,3,1,5,2,3,4,4,4,1,2,5,4,2,5
4103,3,8,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
4104,3,8,1,2,4,5,4,3,4,3,4,5,5,5,3,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,4,5,5
4111,3,8,2,3,4,3,4,3,3,4,3,4,5,4,3,3,4,4,3,3,2,3,4,4,4,5,4,3,3,4,4,4,4
4113,3,8,2,3,3,3,2,3,3,2,2,2,2,2,2,2,1,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2
4114,3,8,1,1,2,1,3,4,1,2,4,4,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4117,3,8,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,4,4,4,4
4120,3,8,1,1,3,5,4,5,5,5,5,4,5,5,5,5,5,4,4,3,4,4,5,5,5,5,5,5,4,5,5,5,5
4133,3,8,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
4136,3,8,1,3,1,1,2,4,1,1,3,3,1,3,1,1,1,3,4,4,3,5,5,5,5,5,5,3,3,5,2,2,4
4137,3,8,1,4,4,1,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3
4138,3,8,1,3,3,2,4,3,2,4,4,2,3,3,4,3,2,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5
4139,3,8,1,4,4,2,4,4,4,3,5,3,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4140,3,8,1,4,2,3,4,3,3,2,3,4,2,2,3,5,4,4,4,2,4,4,2,5,5,5,4,3,2,5,5,5,4
4141,3,8,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
4142,3,8,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4144,3,8,1,4,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,3,1,5,1,1,5,4,4,2,2,4,5,4,4
4148,3,8,1,2,3,4,3,4,3,2,3,3,3,5,3,2,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4149,3,8,1,3,5,1,2,2,3,1,3,5,3,1,1,3,1,3,4,1,1,5,2,5,5,5,5,1,3,5,3,4,4
4152,3,8,1,3,3,2,3,4,2,3,4,4,2,2,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,3,4
4153,3,8,1,4,3,4,4,4,3,3,3,3,4,4,4,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5
4154,3,8,1,3,3,4,4,5,3,4,4,4,3,4,4,5,2,4,4,4,4,4,4,4,5,5,3,3,3,5,4,1,5
4155,3,8,1,4,4,4,4,3,4,4,5,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4157,3,8,1,4,3,3,4,4,3,3,3,3,3,2,3,5,3,5,5,5,4,5,3,4,5,5,5,4,3,5,5,5,5
4159,3,8,1,3,3,4,4,3,5,5,4,3,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4163,3,8,1,4,3,3,4,4,5,5,4,4,4,3,4,4,3,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5
4164,3,8,1,1,1,3,4,4,4,4,4,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
4165,3,8,2,1,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,2,2,3,2,2
4169,3,8,1,4,4,3,3,3,4,2,2,3,2,4,3,3,2,3,3,4,3,5,3,3,3,4,5,4,3,4,3,3,4
4170,3,8,1,3,4,1,1,1,1,3,2,2,2,4,3,3,3,4,4,4,3,5,3,3,4,4,4,3,3,4,4,4,4
4171,3,8,1,4,1,2,4,2,2,4,4,2,2,2,4,5,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,3,4
4172,3,8,1,3,4,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4174,3,8,1,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4175,3,8,1,3,3,2,2,3,3,3,3,3,2,4,3,2,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5
4179,3,8,2,1,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4
4186,3,8,2,3,4,4,4,4,5,4,5,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5
4190,3,8,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
4192,3,8,1,4,4,4,3,2,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4193,3,8,1,2,5,1,1,1,1,2,2,1,1,3,2,4,2,2,3,3,1,4,1,4,4,4,3,1,1,3,3,4,4
4194,3,8,1,3,4,4,4,3,4,4,3,3,4,4,3,3,3,3,4,4,3,4,2,4,4,5,4,4,3,5,4,4,4
4196,3,8,1,4,4,2,4,3,2,2,3,2,2,4,2,3,1,3,3,3,2,5,3,2,5,5,5,5,2,5,2,5,5
4197,3,8,1,4,4,2,4,4,4,4,4,2,2,4,4,4,3,4,4,4,3,4,3,3,3,4,4,3,3,4,4,3,5
4198,3,8,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4
4199,3,8,1,1,3,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4201,3,8,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,3,2,3,4,5
4202,3,8,1,4,3,2,5,4,5,5,5,4,5,5,4,3,1,4,5,5,4,5,4,5,5,4,5,5,5,5,5,4,4
4203,3,8,1,3,3,1,3,2,2,3,3,3,2,2,2,3,1,3,3,3,2,3,2,3,3,3,3,3,2,5,5,2,4
4204,3,8,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
4205,3,8,1,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
4206,3,8,1,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4208,3,8,1,4,4,2,4,4,4,4,4,4,3,3,3,5,4,4,4,4,3,5,3,4,4,4,4,3,3,4,4,3,5
4209,3,8,1,4,4,4,4,4,5,5,4,5,4,5,5,5,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4
4212,3,8,1,4,4,2,5,4,4,4,5,4,4,5,4,1,1,4,5,4,3,1,3,5,5,4,4,5,5,5,5,3,4
4214,3,8,1,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4216,3,8,1,3,4,2,2,4,2,3,3,2,2,3,3,4,2,3,3,3,3,3,3,5,3,5,4,3,3,4,1,3,3
4217,3,8,1,4,3,3,3,3,4,2,3,3,2,3,2,3,2,3,3,4,3,5,3,3,4,4,4,4,3,4,2,2,4
4219,3,8,1,4,3,2,3,4,3,2,3,2,2,4,3,4,2,4,4,4,3,5,4,3,4,4,3,2,2,4,4,2,4
4220,3,8,1,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4222,3,8,1,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
4226,3,8,1,4,3,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,3,4,5,3,5
4229,3,8,1,4,4,2,2,3,2,3,4,3,3,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4230,3,8,1,1,5,4,4,2,4,3,3,4,3,2,4,5,2,3,4,4,2,5,5,5,5,5,5,4,3,5,4,3,5
4231,3,8,1,4,4,3,3,3,3,3,4,2,2,2,2,2,2,4,4,4,2,4,3,4,4,5,4,4,4,4,4,4,4
4232,3,8,1,4,4,2,4,4,1,2,5,2,3,5,2,5,4,4,4,4,2,5,4,5,4,5,5,4,5,5,4,3,4
4233,3,8,1,4,3,3,4,4,4,4,2,2,3,5,5,5,3,4,4,4,5,5,2,5,5,5,5,4,3,5,3,5,5
4235,3,8,1,2,4,1,1,3,2,2,2,2,2,3,2,4,3,3,2,2,2,4,3,3,4,4,4,3,1,4,2,2,4
4236,3,8,1,3,4,1,1,2,1,1,4,1,1,3,1,2,1,1,2,4,1,5,1,4,2,4,5,1,1,4,4,1,4
4245,3,8,2,1,4,2,3,4,2,2,4,3,2,2,2,2,2,2,3,3,2,4,3,3,2,4,4,2,3,4,3,3,3
4248,3,8,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4
4250,3,8,1,3,3,1,1,5,1,4,4,3,2,2,3,5,2,5,5,5,4,5,4,5,5,5,5,3,3,5,4,5,5
4253,3,8,1,4,3,1,1,4,1,1,1,1,1,4,1,3,1,4,4,4,4,5,5,3,3,4,4,4,3,5,1,5,3
4254,3,8,1,3,5,2,3,4,2,2,3,2,2,4,3,5,2,3,3,3,2,5,1,3,4,4,4,2,2,4,2,5,4
4255,3,8,1,3,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,5,5,4,4,3,3,2,2,1,1
4259,3,8,1,4,5,1,1,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4260,3,8,1,3,4,1,1,2,1,2,1,2,2,3,2,4,1,2,2,2,1,4,3,3,4,4,4,3,4,5,4,1,4
4266,3,8,1,4,3,5,2,4,4,5,4,4,5,4,5,4,4,4,5,4,4,4,2,4,5,4,4,4,4,5,4,4,4
4267,3,8,1,4,3,2,2,3,2,3,2,3,2,1,3,2,3,2,4,1,3,2,3,2,3,2,3,2,4,3,3,4,5
4270,3,8,1,3,4,3,4,3,4,5,2,3,4,4,3,5,3,3,4,3,3,4,2,5,4,3,4,3,2,4,2,5,4
4271,3,8,1,1,3,1,1,5,2,1,1,1,4,4,1,5,1,2,4,2,2,5,1,3,1,3,3,4,1,4,1,1,5
4272,3,8,1,3,4,3,3,4,4,3,2,2,3,4,4,4,4,3,4,4,4,5,5,5,5,5,5,5,4,5,4,1,3
4273,3,8,1,1,3,2,3,3,3,4,3,3,4,4,3,4,2,3,3,4,1,5,5,5,5,5,5,5,5,5,2,4,4
4274,3,8,1,4,2,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4276,3,8,1,3,4,2,4,4,3,2,2,1,1,2,3,3,1,3,4,4,2,4,2,3,4,3,4,3,2,3,3,4,4
4277,3,8,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4278,3,8,1,2,4,3,3,5,4,4,3,4,3,5,4,4,3,3,5,4,3,4,3,4,3,5,3,4,3,4,3,4,5
4279,3,8,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,4,4,4,1,4,4,4,4
4282,3,8,1,2,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4283,3,8,1,2,4,3,4,4,3,2,2,3,4,2,3,3,4,2,2,2,3,4,2,4,4,4,3,3,4,3,4,4,4
4284,3,8,1,4,5,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,2,2,2
4285,3,8,1,4,3,3,3,4,4,4,4,4,2,4,3,2,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4
4286,3,8,1,3,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4288,3,8,1,4,3,2,4,4,2,3,2,3,3,5,3,5,3,4,5,4,4,5,5,3,5,5,5,5,5,5,3,2,4
4289,3,8,1,3,4,1,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,5,5,5,4,4,5,5,5,5
4290,3,8,1,1,3,3,4,4,4,4,4,2,4,4,4,5,3,2,4,3,4,4,4,4,5,5,4,4,4,5,4,3,4
4291,3,8,1,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4292,3,8,1,3,4,3,3,4,3,3,2,3,3,3,2,4,3,3,2,2,2,4,2,4,3,4,4,3,3,4,3,3,4
4293,3,8,1,4,4,3,2,3,4,3,3,5,5,4,3,4,5,4,4,5,3,2,3,4,4,4,3,5,4,3,2,3,4
4294,3,8,1,3,3,4,4,3,4,5,4,5,3,4,5,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4
4295,3,8,1,3,3,3,3,3,4,4,3,3,4,3,4,3,3,3,4,3,3,3,3,3,4,3,3,4,3,4,4,4,4
4297,3,8,3,1,3,1,2,4,2,2,2,2,3,4,2,4,4,1,1,2,1,4,1,2,3,4,3,2,2,3,3,3,2
4301,3,8,1,4,3,2,4,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4303,3,8,1,3,5,2,3,3,3,3,3,3,3,3,4,3,3,5,4,3,2,1,2,3,4,5,4,3,2,1,2,3,4
4304,3,8,1,4,4,4,4,3,3,1,1,1,2,3,3,3,2,3,3,4,1,3,1,1,1,3,3,2,2,3,1,4,3
4308,3,8,1,3,3,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4309,3,8,3,3,3,2,3,3,2,2,2,2,2,3,3,3,2,2,3,2,2,4,2,1,3,4,3,2,2,2,2,2,3
4310,3,8,1,2,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4311,3,8,1,3,4,5,4,5,5,4,3,5,5,4,5,4,5,5,4,5,5,4,5,3,4,5,5,4,5,5,4,4,5
4312,3,8,1,2,5,4,2,4,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4314,3,8,1,4,4,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2
4315,3,8,1,3,3,1,3,2,1,1,4,4,4,5,4,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
4318,3,8,1,2,4,2,3,3,3,4,2,4,4,2,3,2,3,3,3,2,2,2,3,4,2,2,2,3,4,2,3,2,3
4319,3,8,1,3,4,4,4,4,3,2,2,2,2,4,3,5,5,4,4,3,4,4,3,4,5,3,5,5,4,5,5,5,4
4320,3,8,1,3,3,3,3,4,3,3,2,3,2,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
4321,3,8,1,3,3,1,3,4,2,4,3,4,3,1,2,3,2,4,4,4,2,5,3,3,4,3,4,3,2,4,3,2,4
4322,3,8,1,3,4,4,3,3,4,4,3,4,4,3,4,4,3,4,3,3,3,4,4,3,4,4,4,3,4,4,5,4,4
4323,3,8,1,4,3,2,3,2,2,2,2,2,2,3,2,2,2,2,3,3,2,4,2,2,3,3,2,2,3,3,4,4,4
4324,3,8,1,2,4,2,3,2,2,3,2,3,3,5,2,4,3,2,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3
4326,3,8,1,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4328,3,8,1,3,3,3,5,4,5,4,5,3,4,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,4,5
4330,3,8,1,4,4,3,2,3,3,3,1,1,1,1,1,2,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3
4333,3,8,1,3,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4335,3,8,1,4,4,2,2,1,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4336,3,8,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,5
4337,3,8,1,3,2,2,3,2,4,1,3,2,2,5,2,3,2,2,3,3,1,2,1,1,2,5,5,5,3,5,1,5,5
4338,3,8,1,4,3,1,3,3,1,3,4,1,4,1,4,4,1,4,4,4,4,3,4,3,3,4,4,3,3,4,4,4,4
4342,3,8,1,2,5,1,2,3,4,4,3,4,3,3,4,4,4,1,2,2,3,3,2,2,3,4,5,4,3,3,4,3,3
4343,3,8,1,1,5,2,1,3,4,3,2,4,2,2,2,4,3,2,4,3,2,5,4,3,4,4,4,4,4,4,3,4,4
4344,3,8,1,3,3,4,4,4,4,3,4,3,3,1,3,3,3,4,4,3,4,4,4,4,3,4,4,3,3,4,4,4,3
4345,3,8,1,4,3,3,4,4,4,4,4,4,1,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4346,3,8,3,3,3,2,2,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
4352,3,8,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
